Timestamp,What is your gender,What is your primary sexual/romantic preference,What is your Major/Master's/PhD,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability
3/24/2023 10:27,Man,Woman,Computer Science,No,,,No,,,No,,,No,,,No,,,Yes,7,8,Yes,7,4,Yes,5,6,Yes,8,1,Yes,7,7,No,,,No,,,Yes,7,5,No,,,No,,,No,,,No,,,No,,,No,,,Yes,4,3,No,,,Yes,8,4,No,,,No,,,Yes,9,3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,7,8,No,,,No,,,No,,,No,,,Yes,4,3,No,,,No,,,Yes,10,9,Yes,7,5,No,,,No,,,Yes,2,1,No,,,No,,,No,,,No,,,Yes,7,3,No,,,No,,,No,,,No,,,No,,,No,,,Yes,6,4,,,,,,,Yes,3,2,Yes,8,8,No,,,Yes,5,2,No,2,1,No,1,1,No,2,1,Yes,6,4,Yes,6,6,Yes,9,5,Yes,4,4,Yes,7,2,No,,,No,,,No,,,Yes,10,6,Yes,3,1,No,,,Yes,7,6,,,
3/24/2023 10:34,Man,Woman,Information Technology,Yes,4,4,No,,,No,,,No,,,No,,,Yes,8,7,Yes,9,9,Yes,6,9,No,,,Yes,10,9,Yes,9,8,Yes,7,7,Yes,7,6,No,,,No,,,Yes,10,6,Yes,10,8,No,,,No,,,Yes,8,5,No,,,No,,,No,,,No,,,Yes,8,6,Yes,10,6,No,,,No,,,No,,,Yes,10,8,Yes,6,4,No,,,Yes,8,8,No,,,Yes,9,9,No,,,No,,,No,,,Yes,9,6,Yes,7,3,No,,,Yes,7,10,No,,,Yes,9,8,No,,,Yes,7,9,No,,,Yes,6,3,No,,,No,,,Yes,4,8,No,,,No,,,No,,,Yes,9,7,No,,,No,,,Yes,10,10,,,,,,,Yes,9,7,Yes,10,10,Yes,10,10,Yes,9,8,No,,,Yes,9,8,No,,,Yes,10,10,Yes,10,10,Yes,9,8,Yes,9,9,Yes,7,9,Yes,10,10,No,,,Yes,9,8,Yes,5,7,No,,,Yes,10,9,Yes,10,10,,,
3/24/2023 10:41,Man,Woman,Chemical Engineering,No,,,Yes,4,4,No,,,No,,,No,,,Yes,7,7,Yes,9,7,Yes,4,4,Yes,6,3,Yes,8,3,No,,,No,,,Yes,7,3,No,,,No,,,Yes,8,5,Yes,9,2,No,,,No,7,4,Yes,5,5,No,,,Yes,8,3,No,,,No,,,No,,,Yes,6,2,No,,,No,,,No,,,Yes,7,4,Yes,9,9,No,,,No,,,No,,,Yes,7,2,Yes,8,2,No,,,No,,,No,,,No,,,No,,,Yes,9,8,Yes,9,9,Yes,9,9,Yes,9,9,Yes,8,2,No,,,No,,,Yes,9,1,No,,,Yes,2,1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,Yes,5,1,Yes,10,7,Yes,10,8,Yes,10,10,Yes,6,1,No,,,No,,,Yes,10,10,Yes,10,10,No,,,Yes,10,6,Yes,10,10,No,,,Yes,10,9,No,,,Yes,2,8,No,,,Yes,10,9,Yes,8,7,,,
3/24/2023 10:42,Man,Woman,Electrical Engineering,Yes,4,5,No,,,No,,,Yes,4,5,No,,,Yes,10,10,Yes,10,10,Yes,8,4,Yes,6,5,Yes,7,8,Yes,3,3,Yes,10,10,Yes,8,8,Yes,1,1,No,,,Yes,7,7,Yes,3,3,Yes,5,6,Yes,8,8,Yes,8,6,No,,,Yes,7,7,No,,,Yes,4,4,Yes,8,5,Yes,2,4,Yes,1,1,Yes,6,6,Yes,3,3,Yes,4,4,Yes,6,6,No,,,Yes,10,8,Yes,2,2,Yes,5,5,No,,,No,,,Yes,4,4,Yes,9,9,Yes,7,7,No,,,Yes,4,4,Yes,4,4,Yes,3,5,No,,,Yes,5,5,No,,,Yes,5,6,Yes,3,3,Yes,6,6,Yes,3,3,No,,,No,,,No,,,Yes,9,9,Yes,9,6,No,,,Yes,4,4,,,,,,,Yes,1,1,Yes,8,8,Yes,7,9,Yes,10,10,Yes,1,1,Yes,3,3,Yes,1,1,Yes,8,8,Yes,8,8,Yes,8,8,Yes,6,6,Yes,4,4,Yes,8,8,Yes,10,10,No,,,Yes,10,10,Yes,5,5,Yes,10,10,No,,,,,
3/24/2023 10:55,Man,Woman,Industrial and Management Engineering,Yes,2,1,No,5,5,No,5,5,No,5,5,No,5,5,Yes,8,1,Yes,6,7,Yes,5,1,Yes,8,8,Yes,10,7,No,,,No,,,Yes,10,10,No,,,No,,,Yes,10,5,Yes,10,10,Yes,10,10,No,,,Yes,7,4,No,,,Yes,3,1,Yes,10,10,No,,,No,,,Yes,1,1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,1,1,No,,,No,,,No,3,1,No,,,No,,,No,,,No,,,Yes,1,1,No,,,No,,,No,,,Yes,1,1,No,,,No,,,No,,,,,,,,,Yes,8,3,No,,,Yes,2,1,No,,,Yes,1,1,Yes,5,5,Yes,1,1,Yes,10,10,Yes,10,10,No,1,1,Yes,10,10,No,1,1,Yes,10,10,No,1,1,No,,,Yes,7,1,No,,,No,,,Yes,8,7,Yes,8,9
3/24/2023 10:57,Woman,Bi-Sexual,Biochemistry and Biophysics,Yes,9,5,No,,,No,,,No,,,No,,,Yes,8,7,Yes,9,6,Yes,8,7,Yes,8,8,Yes,8,7,No,,,No,,,No,,,No,,,Yes,8,7,Yes,9,8,No,,,No,,,No,,,Yes,7,7,No,,,No,,,Yes,7,8,No,,,Yes,9,8,No,,,No,,,No,,,Yes,9,8,No,,,No,,,No,,,No,,,Yes,9,8,Yes,9,8,No,,,No,,,No,,,Yes,9,8,No,,,No,,,Yes,9,8,Yes,8,8,Yes,8,7,Yes,9,8,Yes,7,6,No,,,Yes,9,8,No,,,No,,,Yes,8,7,No,,,No,,,Yes,8,7,Yes,7,6,No,,,No,,,No,,,,,,,,,Yes,7,6,Yes,9,9,Yes,8,8,Yes,8,7,No,,,No,,,No,,,Yes,9,8,Yes,10,9,Yes,8,8,Yes,8,7,Yes,8,8,Yes,9,8,Yes,8,7,No,,,No,,,No,,,Yes,9,8,Yes,9,9,Yes,9,8
3/24/2023 10:57,Non-Binary,None,Biomedical Engineering,Yes,8,,No,,,No,,,No,,,No,,,Yes,9,9,Yes,9,8,No,,,No,,,Yes,8,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,,No,,,No,,,Yes,9,7,No,,,No,,,No,,,No,,,Yes,8,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,,No,,,No,,,Yes,8,,No,,,No,,,No,,,Yes,8,,No,,,No,,,Yes,8,5,No,,,No,,,No,,,No,,,Yes,9,6,No,,,No,,,No,,,Yes,9,,No,,,No,,,No,,,,,,,,,Yes,6,3,Yes,8,6,Yes,7,,No,,,No,,,No,,,No,,,Yes,7,,Yes,9,,Yes,8,,Yes,6,,No,,,No,,,Yes,8,,No,,,Yes,9,8,Yes,4,,Yes,8,,No,,,Yes,9,7
3/24/2023 11:09,Man,Woman,Computer and Systems Engineering,No,,,No,,,Yes,1,5,No,,,Yes,2,4,Yes,7,8,Yes,6,9,Yes,1,10,Yes,9,7,Yes,10,10,No,,,Yes,6,1,Yes,7,6,Yes,8,2,Yes,1,1,Yes,3,4,Yes,7,5,Yes,4,1,Yes,1,1,Yes,7,6,No,,,Yes,5,5,No,,,Yes,4,3,Yes,8,6,Yes,2,8,Yes,6,1,No,,,No,,,Yes,6,2,Yes,8,8,No,,,Yes,6,1,Yes,1,1,Yes,7,7,No,,,No,,,No,,,No,,,Yes,7,3,No,,,Yes,7,7,Yes,3,5,Yes,7,5,Yes,5,5,Yes,7,1,No,,,No,,,No,,,No,,,Yes,7,2,No,,,No,,,No,,,Yes,8,5,Yes,8,6,No,,,Yes,7,3,,,,,,,No,,,Yes,8,8,Yes,6,6,Yes,8,5,Yes,1,1,Yes,5,5,Yes,1,1,Yes,7,7,Yes,10,10,Yes,8,7,Yes,7,5,Yes,7,2,Yes,10,10,Yes,5,5,Yes,1,1,No,,,No,,,Yes,10,8,Yes,8,8,Yes,8,7
3/24/2023 11:11,Man,Woman,Mechanical Engineering,Yes,8,6,No,,,No,,,No,,,No,,,Yes,7,7,Yes,9,8,Yes,8,4,Yes,9,8,Yes,9,9,Yes,10,10,No,,,Yes,8,7,No,,,No,,,No,,,Yes,10,8,No,,,Yes,8,7,Yes,9,9,No,2,,Yes,9,9,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,7,No,,,No,,,No,,,Yes,7,8,No,,,No,,,No,,,No,,,No,,,Yes,9,7,Yes,7,4,No,,,No,,,No,,,No,,,Yes,8,6,No,,,No,,,No,,,Yes,8,9,No,,,No,,,No,,,,,,,,,Yes,9,7,Yes,10,9,Yes,8,9,Yes,8,6,Yes,7,5,Yes,9,6,Yes,9,7,Yes,10,7,Yes,10,10,Yes,8,8,Yes,7,6,Yes,7,6,Yes,8,7,No,,,No,,,No,,,Yes,9,9,Yes,10,10,No,,,Yes,9,8
3/24/2023 11:17,Woman,Man,Chemical Engineering,No,,,No,,,No,,,No,,,No,,,Yes,7,3,Yes,10,7,Yes,6,5,Yes,9,9,Yes,8,8,No,,,Yes,10,8,Yes,7,5,No,,,Yes,7,6,Yes,9,7,No,,,No,,,Yes,5,4,Yes,2,1,No,,,Yes,10,10,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,9,7,Yes,9,7,No,,,Yes,7,5,Yes,5,3,No,,,Yes,9,10,No,,,No,,,No,,,No,,,No,,,No,,,Yes,6,4,No,,,No,,,No,,,,,,,,,Yes,8,9,Yes,5,10,Yes,10,8,Yes,8,5,No,,,No,,,No,,,No,,,Yes,10,10,Yes,8,8,Yes,7,10,Yes,10,10,Yes,10,10,Yes,5,5,No,,,No,,,No,,,No,,,Yes,10,5,Yes,8,10
3/24/2023 11:17,Woman,Man,Biology,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,No,,,Yes,9,8,Yes,7,8,Yes,7,5,Yes,1,1,Yes,7,6,Yes,6,3,Yes,8,8,Yes,10,10,Yes,8,8,Yes,7,7,Yes,6,3,Yes,8,8,Yes,6,6,Yes,2,3,Yes,7,5,Yes,4,3,Yes,9,9,Yes,7,7,Yes,7,7
3/24/2023 11:25,Man,Woman,Biomedical Engineering,Yes,5,3,No,,,No,,,No,,,No,3,,Yes,7,7,Yes,8,8,Yes,8,8,Yes,8,5,Yes,8,8,No,,,No,,,Yes,8,8,Yes,2,2,No,,,Yes,1,1,Yes,7,7,No,,,Yes,8,8,Yes,5,6,No,,,Yes,7,7,No,,,No,,,Yes,1,1,Yes,2,2,No,,,No,,,Yes,1,1,Yes,2,2,No,,,No,,,No,,,Yes,3,2,Yes,1,1,No,,,No,,,No,,,Yes,1,1,Yes,8,8,No,,,Yes,2,2,Yes,7,7,Yes,8,8,Yes,8,8,Yes,7,2,No,,,Yes,1,1,No,,,No,,,No,,,No,,,No,,,No,,,Yes,1,1,No,,,No,,,Yes,7,3,,,,,,,Yes,1,1,Yes,7,7,Yes,8,8,Yes,7,2,Yes,1,1,Yes,5,2,Yes,1,1,Yes,7,7,Yes,10,10,Yes,7,7,Yes,9,9,Yes,6,2,Yes,7,7,Yes,5,2,No,5,,No,,,Yes,1,1,Yes,10,10,Yes,10,10,Yes,9,9
